Message Seq:97187 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:1 || Tail_Timestamp:1
Message Seq:69375 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:84 || Tail_Timestamp:84
Message Seq:4408 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:84 || Tail_Timestamp:85
Message Seq:57098 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:86 || Tail_Timestamp:86
Message Seq:57098 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:87 || Tail_Timestamp:87
Message Seq:18587 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:88 || Tail_Timestamp:88
Message Seq:18587 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:89 || Tail_Timestamp:89
Message Seq:99875 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:90 || Tail_Timestamp:90
Message Seq:35463 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:91 || Tail_Timestamp:91
Message Seq:92586 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:92 || Tail_Timestamp:92
Message Seq:69375 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:93 || Tail_Timestamp:93
Message Seq:76338 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:94 || Tail_Timestamp:94
Message Seq:76338 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:95 || Tail_Timestamp:95
Message Seq:36469 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:96 || Tail_Timestamp:96
Message Seq:35463 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:97 || Tail_Timestamp:97
Message Seq:69375 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:98 || Tail_Timestamp:98
Message Seq:58423 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:99 || Tail_Timestamp:99
Message Seq:76338 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:100 || Tail_Timestamp:100
Message Seq:36469 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:101 || Tail_Timestamp:101
Message Seq:58423 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:102 || Tail_Timestamp:102
Message Seq:15628 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:103 || Tail_Timestamp:103
Message Seq:4408 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:104 || Tail_Timestamp:104
Message Seq:36469 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:105 || Tail_Timestamp:105
Message Seq:57098 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:105 || Tail_Timestamp:106
Message Seq:58423 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:107 || Tail_Timestamp:107
Message Seq:15628 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:108 || Tail_Timestamp:108
Message Seq:15628 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:109 || Tail_Timestamp:109
Message Seq:78404 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:110 || Tail_Timestamp:110
Message Seq:2029 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:111 || Tail_Timestamp:111
Message Seq:78404 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:112 || Tail_Timestamp:112
Message Seq:18587 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:113 || Tail_Timestamp:113
Message Seq:35463 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:114 || Tail_Timestamp:114
Message Seq:7155 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:115 || Tail_Timestamp:115
Message Seq:10156 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:116 || Tail_Timestamp:116
Message Seq:78404 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:117 || Tail_Timestamp:117
Message Seq:2029 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:118 || Tail_Timestamp:118
Message Seq:2029 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:119 || Tail_Timestamp:119
Message Seq:69375 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:119 || Tail_Timestamp:120
Message Seq:7155 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:121 || Tail_Timestamp:121
Message Seq:10156 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:122 || Tail_Timestamp:122
Message Seq:35530 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:123 || Tail_Timestamp:123
Message Seq:76338 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:124 || Tail_Timestamp:124
Message Seq:35530 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:125 || Tail_Timestamp:125
Message Seq:41026 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:126 || Tail_Timestamp:126
Message Seq:36469 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:127 || Tail_Timestamp:127
Message Seq:15442 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:128 || Tail_Timestamp:128
Message Seq:41026 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:129 || Tail_Timestamp:129
Message Seq:15442 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:130 || Tail_Timestamp:130
Message Seq:58423 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:131 || Tail_Timestamp:131
Message Seq:86819 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:132 || Tail_Timestamp:132
Message Seq:92862 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:133 || Tail_Timestamp:133
Message Seq:86819 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:134 || Tail_Timestamp:134
Message Seq:15628 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:135 || Tail_Timestamp:135
Message Seq:7155 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:136 || Tail_Timestamp:136
Message Seq:43973 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:137 || Tail_Timestamp:137
Message Seq:92862 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:138 || Tail_Timestamp:138
Message Seq:10156 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:139 || Tail_Timestamp:139
Message Seq:35530 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:140 || Tail_Timestamp:140
Message Seq:78404 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:141 || Tail_Timestamp:141
Message Seq:41026 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:142 || Tail_Timestamp:142
Message Seq:43973 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:143 || Tail_Timestamp:143
Message Seq:31661 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:144 || Tail_Timestamp:144
Message Seq:2029 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:145 || Tail_Timestamp:145
Message Seq:7155 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:146 || Tail_Timestamp:146
Message Seq:10156 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:147 || Tail_Timestamp:147
Message Seq:31661 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:148 || Tail_Timestamp:148
Message Seq:55820 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:149 || Tail_Timestamp:149
Message Seq:55820 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:150 || Tail_Timestamp:150
Message Seq:15442 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:151 || Tail_Timestamp:151
Message Seq:86819 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:152 || Tail_Timestamp:152
Message Seq:65693 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:153 || Tail_Timestamp:153
Message Seq:92862 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:154 || Tail_Timestamp:154
Message Seq:70957 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:155 || Tail_Timestamp:155
Message Seq:65693 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:155 || Tail_Timestamp:156
Message Seq:43973 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:157 || Tail_Timestamp:157
Message Seq:70957 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:158 || Tail_Timestamp:158
Message Seq:35530 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:159 || Tail_Timestamp:159
Message Seq:41026 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:160 || Tail_Timestamp:160
Message Seq:15442 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:161 || Tail_Timestamp:161
Message Seq:86819 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:162 || Tail_Timestamp:162
Message Seq:92862 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:163 || Tail_Timestamp:163
Message Seq:31661 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:164 || Tail_Timestamp:164
Message Seq:43973 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:165 || Tail_Timestamp:165
Message Seq:53227 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:166 || Tail_Timestamp:166
Message Seq:84862 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:167 || Tail_Timestamp:167
Message Seq:31661 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:167 || Tail_Timestamp:168
Message Seq:53227 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:169 || Tail_Timestamp:169
Message Seq:55820 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:169 || Tail_Timestamp:170
Message Seq:49572 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:171 || Tail_Timestamp:171
Message Seq:84862 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:172 || Tail_Timestamp:172
Message Seq:55820 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:173 || Tail_Timestamp:173
Message Seq:65693 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:174 || Tail_Timestamp:174
Message Seq:49572 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:175 || Tail_Timestamp:175
Message Seq:77192 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:176 || Tail_Timestamp:176
Message Seq:77192 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:177 || Tail_Timestamp:177
Message Seq:45614 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:177 || Tail_Timestamp:178
Message Seq:96875 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:179 || Tail_Timestamp:179
Message Seq:75114 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:180 || Tail_Timestamp:180
Message Seq:70957 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:181 || Tail_Timestamp:181
Message Seq:45614 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:181 || Tail_Timestamp:182
Message Seq:92716 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:183 || Tail_Timestamp:183
Message Seq:82232 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:184 || Tail_Timestamp:184
Message Seq:53227 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:185 || Tail_Timestamp:185
Message Seq:96875 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:186 || Tail_Timestamp:186
Message Seq:1250 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:187 || Tail_Timestamp:187
Message Seq:84862 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:188 || Tail_Timestamp:188
Message Seq:49572 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:189 || Tail_Timestamp:189
Message Seq:75114 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:190 || Tail_Timestamp:190
Message Seq:77192 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:190 || Tail_Timestamp:191
Message Seq:45614 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:192 || Tail_Timestamp:192
Message Seq:65693 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:193 || Tail_Timestamp:193
Message Seq:92716 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:194 || Tail_Timestamp:194
Message Seq:39674 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:195 || Tail_Timestamp:195
Message Seq:82232 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:196 || Tail_Timestamp:196
Message Seq:10060 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:197 || Tail_Timestamp:197
Message Seq:98171 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:198 || Tail_Timestamp:198
Message Seq:96875 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:199 || Tail_Timestamp:199
Message Seq:16884 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:200 || Tail_Timestamp:200
Message Seq:75114 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:201 || Tail_Timestamp:201
Message Seq:27883 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:202 || Tail_Timestamp:202
Message Seq:96902 || Client_Id:Client60 || Head_Server_Id:4 || Server_Timestamp:203 || Tail_Timestamp:203
Message Seq:18876 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:204 || Tail_Timestamp:204
Message Seq:70957 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:205 || Tail_Timestamp:205
Message Seq:92716 || Client_Id:Client60 || Head_Server_Id:3 || Server_Timestamp:206 || Tail_Timestamp:206
Message Seq:82232 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:207 || Tail_Timestamp:207
Message Seq:1250 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:208 || Tail_Timestamp:208
Message Seq:1250 || Client_Id:Client80 || Head_Server_Id:3 || Server_Timestamp:209 || Tail_Timestamp:209
Message Seq:39674 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:210 || Tail_Timestamp:210
Message Seq:39699 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:211 || Tail_Timestamp:211
Message Seq:53227 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:212 || Tail_Timestamp:212
Message Seq:57661 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:213 || Tail_Timestamp:213
Message Seq:84862 || Client_Id:Client60 || Head_Server_Id:1 || Server_Timestamp:214 || Tail_Timestamp:214
Message Seq:99417 || Client_Id:Client80 || Head_Server_Id:4 || Server_Timestamp:215 || Tail_Timestamp:215
Message Seq:10060 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:216 || Tail_Timestamp:216
Message Seq:49572 || Client_Id:Client80 || Head_Server_Id:1 || Server_Timestamp:217 || Tail_Timestamp:217
Message Seq:98171 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:218 || Tail_Timestamp:218
Message Seq:16884 || Client_Id:Client80 || Head_Server_Id:2 || Server_Timestamp:219 || Tail_Timestamp:219
Message Seq:27883 || Client_Id:Client60 || Head_Server_Id:2 || Server_Timestamp:220 || Tail_Timestamp:220
